Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Rarity,Price
3,3,Sword of the Meek,Future Sight,165,Near Mint,Italian,,,,,,,,1093,Uncommon,$11.74
1,0,Swords to Plowshares,Revised Edition,225,Near Mint,English,,,,,,,,,Uncommon,$2.75
1,0,Swords to Plowshares,Ice Age,278,Near Mint,English,,,,,,,,,Uncommon,$2.73
1,1,Sylvan Advocate,Oath of the Gatewatch,144,Near Mint,Russian,,,,,,,,688,Rare,$6.01
5,5,Sylvan Advocate,Oath of the Gatewatch,144,Near Mint,English,,,,,,,,550,Rare,$6.01
10,8,Sylvan Caryatid,Theros,180,Near Mint,English,,,,,,,,225,Rare,$2.24
3,3,Sylvan Library,Eternal Masters,187,Near Mint,English,,,,,,,,1850,Rare,$19.20
2,2,Sylvan Library,Fifth Edition,191,Near Mint,English,,,,,,,,2050,Rare,$21.28
7,0,Sylvan Messenger,Apocalypse,87,Near Mint,English,,,,,,,,,Uncommon,$0.65
25,8,Sylvan Primordial,Gatecrash,136,Near Mint,English,,,,,,,,50,Rare,$0.50
2,0,Symbiosis,Urza's Saga,275,Near Mint,English,,,,,,,,,Common,$0.15
1,1,Syphon Sliver,Magic 2014 Core Set,117,Near Mint,English,,,,,,,,225,Rare,$2.35
4,0,Syphon Soul,Legends,32,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Syphon Soul,Classic Sixth Edition,159,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Tablet of Epityr,Antiquities,32,Near Mint,English,,,,,,,,,Common,$0.19
4,0,Tahngarth's Glare,Apocalypse,70,Near Mint,English,,,,,,,,,Common,$0.14
2,0,"Tahngarth, Talruum Hero",Planeshift,74,Near Mint,English,,,,,,,,,Rare,$0.73
3,0,Taiga,Revised Edition,302,Near Mint,English,,,,,,,,,Rare,$83.34
1,0,Taiga,Revised Edition,302,Good (Lightly Played),English,,,,,,,,,Rare,$83.34
15,7,Tainted Remedy,Magic Origins,120,Near Mint,English,,,,,,,,50,Rare,$0.90
4,0,Tainted Well,Invasion,126,Near Mint,English,,,,,,,,,Common,$0.14
17,8,"Tajic, Blade of the Legion",Dragon's Maze,107,Near Mint,English,,,,,,,,75,Rare,$0.75
29,8,Talent of the Telepath,Magic Origins,78,Near Mint,English,,,,,,,,50,Rare,$0.58
4,4,"Talrand, Sky Summoner",Magic 2013,72,Near Mint,English,,,,,,,,125,Rare,$1.27
3,0,Talruum Champion,Visions,97,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Talruum Minotaur,Classic Sixth Edition,210,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Talruum Piper,Visions,98,Near Mint,English,,,,,,,,,Uncommon,$0.17
9,8,Tamiyo's Journal,Shadows over Innistrad,265,Near Mint,English,,,,,,,,50,Rare,$0.61
1,1,"Tamiyo, the Moon Sage",Avacyn Restored,79,Good (Lightly Played),English,,,,,,,,1804,MythicRare,$20.05
1,1,"Tamiyo, the Moon Sage",Avacyn Restored,79,Near Mint,English,,,,,,,,1950,MythicRare,$20.05
2,2,"Tamiyo, the Moon Sage",Avacyn Restored,79,Near Mint,Japanese,,,,,,,,2243,MythicRare,$20.05
2,0,Tangle,Invasion,213,Near Mint,English,,,,,,,,,Uncommon,$2.10
2,0,Tangle Kelp,The Dark,36,Near Mint,English,,,,,,,,,Uncommon,$0.20
1,0,Tangle Kelp,The Dark,36,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.20
2,0,Tangle Wire,Nemesis,139,Near Mint,English,,,,,,,,,Rare,$4.32
1,1,Tarmogoyf,Modern Masters,166,Near Mint,English,,,,,,,,28150,MythicRare,$139.48
2,2,Tarmogoyf,Modern Masters 2015 Edition,165,Near Mint,English,,,,,,,,13650,MythicRare,$134.92
1,1,Tarmogoyf,Future Sight,153,Near Mint,English,,,,,,,,16975,Rare,$168.93
2,0,Tarpan,Ice Age,155,Near Mint,English,,,,,,,,,Common,$0.14
41,8,"Tasigur, the Golden Fang",Fate Reforged,87,Near Mint,English,,,,,,,,275,Rare,$2.85
2,0,Task Force,Mercadian Masques,52,Near Mint,English,,,,,,,,,Common,$0.17
1,0,Task Mage Assembly,Prophecy,105,Near Mint,English,,,,,,,,,Rare,$0.31
1,0,Tawnos's Weaponry,Antiquities,35,Poor,English,,,,,,,,,Uncommon,$0.38
1,0,Tectonic Break,Mercadian Masques,216,Near Mint,English,,,,,,,,,Rare,$0.45
1,0,Tectonic Instability,Invasion,173,Near Mint,English,,,,,,,,,Rare,$0.31
1,0,Teferi's Care,Invasion,43,Near Mint,English,,,,,,,,,Uncommon,$0.18
2,0,Teferi's Curse,Mirage,96,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Teferi's Drake,Mirage,97,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Teferi's Isle,Mirage,315,Near Mint,English,,,,,,,,,Rare,$0.92
3,0,Teferi's Puzzle Box,Visions,156,Near Mint,English,,,,,,,,,Rare,$2.81
1,0,Teferi's Response,Invasion,78,Near Mint,English,,,,,,,,,Rare,$0.90
1,1,"Teferi, Mage of Zhalfir",Time Spiral,83,Near Mint,English,,,,,,,,1375,Rare,$13.60
1,0,Teleport,Chronicles,26,Near Mint,English,,,,,,,,,Rare,$0.26
9,8,Tempered Steel,Scars of Mirrodin,24,Near Mint,English,,,,,,,,150,Rare,$1.50
1,0,Tempest Drake,Visions,139,Near Mint,English,,,,,,,,,Uncommon,$0.17
28,8,Temple of Abandon,Theros,224,Near Mint,English,,,,,,,,75,Rare,$0.77
21,8,Temple of Deceit,Theros,225,Near Mint,English,,,,,,,,175,Rare,$1.73
16,8,Temple of Enlightenment,Born of the Gods,163,Near Mint,English,,,,,,,,225,Rare,$2.34
9,8,Temple of Epiphany,Journey into Nyx,164,Near Mint,English,,,,,,,,300,Rare,$3.13
20,8,Temple of Malady,Journey into Nyx,165,Near Mint,English,,,,,,,,200,Rare,$2.16
8,8,Temple of Malice,Born of the Gods,164,Near Mint,English,,,,,,,,175,Rare,$1.68
26,8,Temple of Mystery,Theros,226,Near Mint,English,,,,,,,,100,Rare,$1.05
4,4,Temple of Plenty,Born of the Gods,165,Near Mint,English,,,,,,,,175,Rare,$1.84
33,8,Temple of Silence,Theros,227,Near Mint,English,,,,,,,,150,Rare,$1.50
23,8,Temple of Triumph,Theros,228,Near Mint,English,,,,,,,,100,Rare,$0.92
1,0,Temporal Distortion,Invasion,79,Near Mint,English,,,,,,,,,Rare,$0.34
4,0,Temporal Spring,Apocalypse,125,Near Mint,English,,,,,,,,,Common,$0.14
23,8,Temporal Trespass,Fate Reforged,55,Near Mint,English,,,,,,,,150,MythicRare,$1.49
64,8,Temur Ascendancy,Khans of Tarkir,207,Near Mint,English,,,,,,,,25,Rare,$0.28
29,8,Temur War Shaman,Fate Reforged,142,Near Mint,English,,,,,,,,25,Rare,$0.28
1,1,Tendo Ice Bridge,Betrayers of Kamigawa,165,Good (Lightly Played),English,,,,,,,,1133,Rare,$13.21
2,0,Teremko Griffin,Mirage,247,Near Mint,English,,,,,,,,,Common,$0.15
3,0,Terminal Moraine,Planeshift,142,Near Mint,English,,,,,,,,,Uncommon,$0.20
6,0,Terminate,Planeshift,128,Near Mint,English,,,,,,,,,Common,$2.62
14,8,Terminus,Avacyn Restored,38,Near Mint,English,,,,,,,,325,Rare,$3.30
5,5,Terra Stomper,Magic 2015 Core Set,284,Near Mint,English,,,,,,,,50,Rare,$0.55
8,8,Terra Stomper,Magic Origins,288,Near Mint,English,,,,,,,,0,Rare,$0.72
10,0,Terrain Generator,Nemesis,143,Near Mint,English,,,,,,,,,Uncommon,$2.14
1,0,Territorial Dispute,Mercadian Masques,217,Near Mint,English,,,,,,,,,Rare,$0.29
3,0,Terror,Revised Edition,40,Good (Lightly Played),English,,,,,,,,,Common,$0.15
1,0,Terror,Fourth Edition,48,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Terror,Classic Sixth Edition,160,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Tetravus,Antiquities,36,Good (Lightly Played),English,,,,,,,,,Rare,$25.25
41,8,"Teysa, Envoy of Ghosts",Dragon's Maze,108,Near Mint,English,,,,,,,,25,Rare,$0.35
1,1,"Tezzeret, Agent of Bolas",Mirrodin Besieged,97,Near Mint,Chinese,,,,,,,,2351,MythicRare,$26.34
1,1,"Tezzeret, Agent of Bolas",Mirrodin Besieged,97,Near Mint,English,,,,,,,,2475,MythicRare,$26.34
1,0,Thalakos Scout,Exodus,48,Near Mint,English,,,,,,,,,Common,$0.15
9,8,Thalia's Lieutenant,Shadows over Innistrad,43,Near Mint,English,,,,,,,,350,Rare,$3.64
7,7,"Thalia, Guardian of Thraben",Dark Ascension,24,Near Mint,English,,,,,,,,925,Rare,$9.18
6,0,Thallid,Fallen Empires,87,Near Mint,English,,,,,,,,,Common,$0.19
6,0,Thallid,Fallen Empires,88,Near Mint,English,,,,,,,,,Common,$0.19
7,0,Thallid,Fallen Empires,89,Near Mint,English,,,,,,,,,Common,$0.15
5,0,Thallid,Fallen Empires,90,Near Mint,English,,,,,,,,,Common,$0.19
10,0,Thallid Devourer,Fallen Empires,91,Near Mint,English,,,,,,,,,Uncommon,$0.25
8,8,"Thassa, God of the Sea",Theros,66,Near Mint,English,,,,,,,,600,MythicRare,$5.89
4,4,The Chain Veil,Magic 2015 Core Set,215,Near Mint,English,,,,,,,,175,MythicRare,$1.81
2,0,The Fallen,The Dark,15,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.23
1,0,The Fallen,The Dark,15,Near Mint,English,,,,,,,,,Uncommon,$0.23
21,8,The Gitrog Monster,Shadows over Innistrad,245,Near Mint,English,,,,,,,,325,MythicRare,$3.94
15,8,The Great Aurora,Magic Origins,179,Near Mint,English,,,,,,,,175,MythicRare,$1.82
2,0,The Rack,Revised Edition,278,Near Mint,English,,,,,,,,,Uncommon,$2.19
1,0,The Tabernacle at Pendrell Vale,Legends,252,Good (Lightly Played),English,,,,,,,,,Rare,"$1,429.34"
3,0,Theft of Dreams,Exodus,49,Near Mint,English,,,,,,,,,Common,$0.15
8,0,Thelon's Chant,Fallen Empires,94,Near Mint,English,,,,,,,,,Uncommon,$0.17
3,0,Thelon's Curse,Fallen Empires,95,Near Mint,English,,,,,,,,,Rare,$0.30
8,0,Thelonite Druid,Fallen Empires,92,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Thelonite Monk,Fallen Empires,93,Near Mint,English,,,,,,,,,Rare,$0.32
4,0,Thermal Glider,Mercadian Masques,53,Near Mint,English,,,,,,,,,Common,$0.14
6,6,Thespian's Stage,Gatecrash,248,Near Mint,English,,,,,,,,275,Rare,$2.94
1,0,Thicket Basilisk,Unlimited Edition,127,Near Mint,English,,,,,,,,,Uncommon,$0.58
5,0,Thicket Basilisk,Revised Edition,125,Near Mint,English,,,,,,,,,Uncommon,$0.17
6,6,Thing in the Ice,Shadows over Innistrad,92,Near Mint,English,,,,,,,,450,Rare,$5.02
1,0,Thirst,Mirage,99,Near Mint,English,,,,,,,,,Common,$0.14
15,8,Thopter Assembly,Mirrodin Besieged,140,Near Mint,English,,,,,,,,50,Rare,$0.52
26,8,Thopter Spy Network,Magic Origins,79,Near Mint,English,,,,,,,,75,Rare,$0.85
2,2,Thorn of Amethyst,Lorwyn,262,Near Mint,English,,,,,,,,1625,Rare,$16.63
6,0,Thorn Thallid,Fallen Empires,96,Near Mint,English,,,,,,,,,Common,$0.17
7,0,Thorn Thallid,Fallen Empires,97,Near Mint,English,,,,,,,,,Common,$0.18
9,0,Thorn Thallid,Fallen Empires,98,Near Mint,English,,,,,,,,,Common,$0.18
6,0,Thorn Thallid,Fallen Empires,99,Near Mint,English,,,,,,,,,Common,$0.18
3,3,Thorncaster Sliver,Magic 2014 Core Set,158,Near Mint,English,,,,,,,,75,Rare,$0.73
3,0,Thornscape Apprentice,Invasion,215,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Thornscape Battlemage,Planeshift,94,Near Mint,English,,,,,,,,,Uncommon,$0.18
8,0,Thornscape Familiar,Planeshift,95,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Thornscape Master,Invasion,216,Near Mint,English,,,,,,,,,Rare,$0.32
1,0,Thornwind Faeries,Urza's Legacy,44,Near Mint,English,,,,,,,,,Common,$0.19
12,8,Thought-Knot Seer,Oath of the Gatewatch,9,Near Mint,English,,,,,,,,675,Rare,$6.84
1,0,Thoughtlace,Revised Edition,85,Near Mint,English,,,,,,,,,Rare,$0.27
4,4,Thoughtseize,Theros,107,Near Mint,English,,,,,,,,1450,Rare,$15.12
39,8,Thousand Winds,Khans of Tarkir,58,Near Mint,English,,,,,,,,25,Rare,$0.28
1,1,Thraben Doomsayer,Dark Ascension,25,Near Mint,English,,,,,,,,100,Rare,$0.98
1,0,Thran Quarry,Urza's Saga,329,Near Mint,English,,,,,,,,,Rare,$2.22
1,0,Thran Turbine,Urza's Saga,311,Near Mint,English,,,,,,,,,Uncommon,$0.31
1,0,Thran War Machine,Urza's Legacy,134,Near Mint,English,,,,,,,,,Uncommon,$0.18
3,3,Threads of Disloyalty,Betrayers of Kamigawa,56,Near Mint,English,,,,,,,,1000,Rare,$10.55
1,1,Threads of Disloyalty,Betrayers of Kamigawa,56,Good (Lightly Played),English,,,,,,,,925,Rare,$10.55
5,0,Thresher Beast,Prophecy,128,Near Mint,English,,,,,,,,,Common,$0.17
5,0,Thrive,Prophecy,129,Near Mint,English,,,,,,,,,Common,$0.16
1,0,Throne of Bone,Revised Edition,279,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.16
8,8,Throne of Empires,Magic 2012,221,Near Mint,English,,,,,,,,25,Rare,$0.31
4,0,Thrull Champion,Fallen Empires,29,Near Mint,English,,,,,,,,,Rare,$0.38
6,0,Thrull Retainer,Fallen Empires,30,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Thrull Surgeon,Exodus,76,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Thrull Wizard,Fallen Empires,31,Near Mint,English,,,,,,,,,Uncommon,$0.18
29,8,Thunderbreak Regent,Dragons of Tarkir,162,Near Mint,English,,,,,,,,200,Rare,$2.17
4,0,Thunderclap,Mercadian Masques,219,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Thundering Giant,Urza's Saga,221,Near Mint,English,,,,,,,,,Uncommon,$0.18
5,0,Thunderscape Apprentice,Invasion,174,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Thunderscape Battlemage,Planeshift,75,Near Mint,English,,,,,,,,,Uncommon,$0.21
8,0,Thunderscape Familiar,Planeshift,76,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Thwart,Mercadian Masques,108,Near Mint,English,,,,,,,,,Uncommon,$0.88
1,0,Ticking Gnomes,Urza's Legacy,136,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Tidal Bore,Mercadian Masques,109,Near Mint,English,,,,,,,,,Common,$0.14
7,0,Tidal Courier,Apocalypse,31,Near Mint,English,,,,,,,,,Uncommon,$0.19
6,0,Tidal Flats,Fallen Empires,54,Near Mint,English,,,,,,,,,Common,$0.19
4,0,Tidal Flats,Fallen Empires,55,Near Mint,English,,,,,,,,,Common,$0.15
7,0,Tidal Flats,Fallen Empires,56,Near Mint,English,,,,,,,,,Common,$0.19
7,0,Tidal Influence,Fallen Empires,57,Near Mint,English,,,,,,,,,Uncommon,$0.17
2,0,Tidal Surge,Stronghold,46,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Tidal Surge,Classic Sixth Edition,102,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Tidal Visionary,Invasion,80,Near Mint,English,,,,,,,,,Common,$0.16
2,0,Tidal Warrior,Stronghold,47,Near Mint,English,,,,,,,,,Common,$0.17
1,0,Tidal Wave,Mirage,100,Near Mint,English,,,,,,,,,Uncommon,$0.18
27,8,Tidebinder Mage,Magic 2014 Core Set,73,Near Mint,English,,,,,,,,100,Rare,$0.89
4,0,Tiger Claws,Mercadian Masques,279,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Tigereye Cameo,Invasion,314,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Timber Wolves,Revised Edition,126,Near Mint,English,,,,,,,,,Rare,$0.31
2,0,Timberline Ridge,Ice Age,356,Near Mint,English,,,,,,,,,Rare,$0.31
1,0,Time Elemental,Legends,81,Near Mint,English,,,,,,,,,Rare,$17.18
9,8,Time Reversal,Magic 2012,77,Near Mint,English,,,,,,,,100,MythicRare,$0.95
1,1,Time Warp,Magic 2010,75,Near Mint,English,,,,,,,,1800,MythicRare,$18.45
1,0,Timetwister,Unlimited Edition,85,Played,English,,,,,,,,,Rare,$702.52
1,0,Timid Drake,Mercadian Masques,111,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Tin-Wing Chimera,Visions,157,Near Mint,English,,,,,,,,,Uncommon,$0.21
8,0,Tinder Farm,Invasion,329,Near Mint,English,,,,,,,,,Common,$0.17
3,0,Tinder Wall,Ice Age,158,Near Mint,English,,,,,,,,,Common,$0.29
3,3,Tireless Tracker,Shadows over Innistrad,233,Near Mint,English,,,,,,,,500,Rare,$5.15
10,8,Titan Forge,Mirrodin Besieged,141,Near Mint,English,,,,,,,,75,Rare,$0.67
49,8,Titan of Eternal Fire,Theros,144,Near Mint,English,,,,,,,,25,Rare,$0.23
1,0,Titania's Boon,Urza's Saga,276,Near Mint,English,,,,,,,,,Uncommon,$0.18
3,0,Titania's Song,Antiquities,65,Near Mint,English,,,,,,,,,Uncommon,$0.42
1,0,Titania's Song,Revised Edition,127,Near Mint,English,,,,,,,,,Rare,$0.29
3,0,Tivadar's Crusade,The Dark,91,Near Mint,English,,,,,,,,,Uncommon,$0.66
12,8,To the Slaughter,Shadows over Innistrad,139,Near Mint,English,,,,,,,,75,Rare,$0.82
1,0,Tolaria,Legends,253,Near Mint,English,,,,,,,,,Uncommon,$0.73
1,0,Tolaria,Legends,253,Played,English,,,,,,,,,Uncommon,$0.73
1,0,Tolaria,Legends,253,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.73
1,0,Tolarian Academy,Urza's Saga,330,Near Mint,English,,,,,,,,,Rare,$39.69
2,0,Tolarian Drake,Weatherlight,55,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Tolarian Emissary,Invasion,81,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Tolarian Winds,Urza's Saga,104,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Tonic Peddler,Mercadian Masques,54,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,1,Tooth and Nail,Mirrodin,134,Near Mint,English,,,,,,,,2200,Rare,$21.27
4,0,Topple,Nemesis,24,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Tor Giant,Ice Age,220,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Torment,Stronghold,23,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Tormod's Crypt,Chronicles,89,Near Mint,English,,,,,,,,,Common,$0.27
1,0,Tormod's Crypt,The Dark,109,Played,English,,,,,,,,,Uncommon,$1.90
1,0,Tormod's Crypt,The Dark,109,Good (Lightly Played),English,,,,,,,,,Uncommon,$1.90
1,0,Tormod's Crypt,The Dark,109,Near Mint,English,,,,,,,,,Uncommon,$1.90
4,4,Torpor Orb,New Phyrexia,162,Near Mint,English,,,,,,,,350,Rare,$3.53
11,8,Torrent Elemental,Fate Reforged,56,Near Mint,English,,,,,,,,75,MythicRare,$0.84
1,0,Torture,Homelands,23,Near Mint,English,,,,,,,,,Common,$0.18
1,0,Torture,Homelands,24,Near Mint,English,,,,,,,,,Common,$0.17
1,0,Tortured Existence,Stronghold,24,Near Mint,English,,,,,,,,,Common,$0.27
1,0,Touch of Death,Ice Age,55,Near Mint,English,,,,,,,,,Common,$0.14
32,8,Touch of the Eternal,Magic 2013,37,Near Mint,English,,,,,,,,25,Rare,$0.29
1,0,Touch of Vitae,Ice Age,159,Near Mint,English,,,,,,,,,Uncommon,$0.17
9,0,Tourach's Chant,Fallen Empires,32,Near Mint,English,,,,,,,,,Uncommon,$0.18
5,0,Tourach's Gate,Fallen Empires,33,Near Mint,English,,,,,,,,,Rare,$0.30
4,0,Tower Drake,Invasion,82,Near Mint,English,,,,,,,,,Common,$0.14
10,8,Tower of Calamities,Scars of Mirrodin,212,Near Mint,English,,,,,,,,25,Rare,$0.31
4,0,Tower of Coireall,The Dark,110,Near Mint,English,,,,,,,,,Uncommon,$0.22
2,0,Tower of the Magistrate,Mercadian Masques,330,Near Mint,English,,,,,,,,,Rare,$3.89
1,0,Toymaker,Mercadian Masques,314,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,0,Tracker,The Dark,52,Good (Lightly Played),English,,signed,,,,,,,Rare,$0.60
1,0,Trade Routes,Mercadian Masques,112,Near Mint,English,,,,,,,,,Rare,$0.44
32,8,Trading Post,Magic 2013,220,Near Mint,English,,,,,,,,25,Rare,$0.32
16,8,Trading Post,Magic 2014 Core Set,225,Near Mint,English,,,,,,,,25,Rare,$0.31
22,8,Tragic Arrogance,Magic Origins,38,Near Mint,English,,,,,,,,75,Rare,$0.99
1,0,Tragic Poet,Urza's Legacy,24,Near Mint,English,,,,,,,,,Common,$0.15
30,8,Trail of Mystery,Khans of Tarkir,154,Near Mint,English,,,,,,,,25,Rare,$0.29
45,8,Trait Doctoring,Dragon's Maze,18,Near Mint,English,,,,,,,,25,Rare,$0.26
2,0,Tranquil Domain,Mirage,143,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Tranquil Path,Apocalypse,89,Near Mint,English,,,,,,,,,Common,$0.15
3,0,Tranquility,Revised Edition,128,Near Mint,English,,,,,,,,,Common,$0.13
2,0,Tranquility,Mercadian Masques,280,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Tranquility,Invasion,217,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Transmogrifying Licid,Exodus,141,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Transmutation,Legends,37,Played,English,,,,,,,,,Common,$0.19
2,0,Transmute Artifact,Antiquities,58,Played,English,,,,,,,,,Uncommon,$58.85
27,8,Trap Essence,Khans of Tarkir,209,Near Mint,English,,,,,,,,25,Rare,$0.26
1,0,Trap Runner,Mercadian Masques,55,Near Mint,English,,,,,,,,,Uncommon,$0.21
5,5,Traumatize,Magic 2014 Core Set,77,Near Mint,English,,,,,,,,175,Rare,$1.84
4,0,Traveler's Cloak,Invasion,83,Near Mint,English,,,,,,,,,Common,$0.15
7,7,Traverse the Ulvenwald,Shadows over Innistrad,234,Near Mint,English,,,,,,,,200,Rare,$2.13
30,8,Treacherous Pit-Dweller,Avacyn Restored,121,Near Mint,English,,,,,,,,25,Rare,$0.31
1,0,Treasure Hunter,Exodus,23,Near Mint,English,,,,,,,,,Uncommon,$0.18
49,8,Treasury Thrull,Gatecrash,201,Near Mint,English,,,,,,,,25,Rare,$0.24
2,0,Treefolk Healer,Invasion,218,Near Mint,English,,,,,,,,,Uncommon,$0.18
2,0,Treefolk Mystic,Urza's Legacy,114,Near Mint,English,,,,,,,,,Common,$0.16
9,0,Treetop Bracers,Nemesis,123,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Treetop Rangers,Urza's Saga,279,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Treetop Village,Urza's Legacy,143,Near Mint,English,,,,,,,,,Uncommon,$2.69
1,0,Tremor,Classic Sixth Edition,211,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Tremor,Mercadian Masques,220,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Trench Wurm,Invasion,127,Near Mint,English,,,,,,,,,Uncommon,$0.21
3,0,Trenching Steed,Prophecy,26,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Treva's Attendant,Invasion,315,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Treva's Charm,Planeshift,129,Near Mint,English,,,,,,,,,Uncommon,$0.20
1,0,Treva's Ruins,Planeshift,143,Near Mint,English,,,,,,,,,Uncommon,$0.68
57,8,Triad of Fates,Theros,206,Near Mint,English,,,,,,,,25,Rare,$0.27
4,0,Tribal Flames,Invasion,176,Near Mint,English,,,,,,,,,Common,$0.17
8,0,Trickster Mage,Nemesis,49,Near Mint,English,,,,,,,,,Common,$0.14
1,1,Trinisphere,Darksteel,154,Near Mint,English,,,,,,,,1525,Rare,$14.00
2,2,Triskaidekaphobia,Shadows over Innistrad,141,Near Mint,English,,,,,,,,150,Rare,$1.27
1,0,Troll-Horn Cameo,Invasion,316,Near Mint,English,,,,,,,,,Uncommon,$0.18
9,8,Tromokratis,Born of the Gods,55,Near Mint,English,,,,,,,,25,Rare,$0.25
1,0,Tropical Island,Unlimited Edition,299,Good (Lightly Played),English,,,,,,,,,Rare,$322.04
3,0,Tropical Island,Revised Edition,303,Near Mint,English,,,,,,,,,Rare,$227.21
1,0,Tropical Island,Revised Edition,303,Played,English,,,,,,,,,Rare,$227.21
1,0,Tropical Storm,Mirage,144,Near Mint,English,,,,,,,,,Uncommon,$0.17
3,3,"Trostani, Selesnya's Voice",Return to Ravnica,206,Near Mint,English,,,,,,,,325,MythicRare,$3.60
5,0,Troubled Healer,Prophecy,27,Near Mint,English,,,,,,,,,Common,$0.14
2,2,True Conviction,Scars of Mirrodin,25,Near Mint,English,,,,,,,,150,Rare,$1.48
3,3,True-Name Nemesis,Commander 2013,63,Near Mint,English,,,,,,,,1325,Rare,$13.14
2,0,Tsabo's Decree,Invasion,129,Near Mint,English,,,,,,,,,Rare,$0.72
1,0,Tsabo's Web,Invasion,317,Near Mint,English,,,,,,,,,Rare,$0.75
2,0,Tsunami,Revised Edition,129,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Tsunami,Fourth Edition,162,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Tundra,Unlimited Edition,300,Good (Lightly Played),English,,,,,,,,,Rare,$400.81
1,0,Tundra,Unlimited Edition,300,Heavily Played,English,,,,,,,,,Rare,$400.81
1,0,Tundra,Revised Edition,304,Near Mint,English,,,,,,,,,Rare,$203.76
1,0,Tundra,Revised Edition,304,Played,English,,,,,,,,,Rare,$203.76
4,0,Tundra Kavu,Apocalypse,71,Near Mint,English,,,,,,,,,Common,$0.15
3,0,Tundra Wolves,Legends,209,Played,English,,,,,,,,,Common,$0.20
1,0,Tundra Wolves,Classic Sixth Edition,48,Near Mint,English,,,,,,,,,Common,$0.14
13,8,Tunnel Ignus,Scars of Mirrodin,105,Near Mint,English,,,,,,,,25,Rare,$0.28
3,0,Turf Wound,Invasion,177,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Twiddle,Unlimited Edition,86,Good (Lightly Played),English,,,,,,,,,Common,$0.29
1,0,Twiddle,Unlimited Edition,86,Near Mint,English,,,,,,,,,Common,$0.29
1,1,Twilight Mire,Eventide,180,Near Mint,English,,,,,,,,3825,Rare,$38.17
1,0,Twilight's Call,Invasion,130,Near Mint,English,,,,,,,,,Rare,$0.67
14,8,Twinflame,Journey into Nyx,115,Near Mint,English,,,,,,,,25,Rare,$0.29
59,8,"Tymaret, the Murder King",Theros,207,Near Mint,English,,,,,,,,25,Rare,$0.25
41,8,Tyrant of Discord,Avacyn Restored,162,Near Mint,English,,,,,,,,25,Rare,$0.32
28,8,Tyrant of Valakut,Oath of the Gatewatch,119,Near Mint,English,,,,,,,,25,Rare,$0.28
33,8,Ugin's Insight,Battle for Zendikar,87,Near Mint,English,,,,,,,,25,Rare,$0.31
87,8,Ugin's Nexus,Khans of Tarkir,227,Near Mint,English,,,,,,,,75,MythicRare,$0.69
5,5,"Ugin, the Spirit Dragon",Fate Reforged,1,Near Mint,English,,,,,,,,2275,MythicRare,$24.60
